Serial_Order	Language_Name	Language_ID	Domain_ID	Domain_Type	Abstract_Type	CrossL_Fracture	MinMax_Fracture	Lspecific_Fracture	Left_Edge	Right_Edge	Convergence	Relative_Convergence	Size	Relative_Size	Largest	Position_Total	Planar_ID	Overlap_Verbal	Overlap_Verbal_Extended	Overlap_Nominal	Test_Labels	Analysis_Type	PW_Pattern	Notes	Tests_Total
110	Chácobo	chac1251	chac1251_v_recursion.based_nominalization_maximal_instrumental.nominalization	morphosyntactic	recursion.based	nominalization	maximal	instrumental.nominalization	6	24	3	0.08	19	0.68	28	28	chac1251_verbal	8	NA	4	NA	constituency	morphosyntactic	NA	38
111	Chácobo	chac1251	chac1251_v_recursion.based_nominalization_minimal_agentive.nominalization	indeterminate	recursion.based	nominalization	minimal	agentive.nominalization	7	24	4	0.11	18	0.64	28	28	chac1251_verbal	8	NA	4	NA	constituency	indeterminate	NA	38
112	Chácobo	chac1251	chac1251_v_recursion.based_nominalization_minimal_instrumental.nominalization	indeterminate	recursion.based	nominalization	minimal	instrumental.nominalization	6	24	3	0.08	19	0.68	28	28	chac1251_verbal	8	NA	4	NA	constituency	indeterminate	NA	38
113	Chácobo	chac1251	chac1251_v_recursion.based_reduplication_maximal	morphosyntactic	recursion.based	reduplication	maximal	NA	7	22	2	0.05	16	0.57	28	28	chac1251_verbal	8	NA	4	NA	constituency	morphosyntactic	NA	38
114	Chácobo	chac1251	chac1251_v_recursion.based_reduplication_minimal	indeterminate	recursion.based	reduplication	minimal	NA	7	10	4	0.11	4	0.14	28	28	chac1251_verbal	8	NA	4	NA	constituency	indeterminate	NA	38
115	Chácobo	chac1251	chac1251_v_recursion.based_same.subject_maximal_same.subject	morphosyntactic	recursion.based	same.subject	maximal	same.subject	6	17	2	0.05	12	0.43	28	28	chac1251_verbal	8	NA	4	NA	constituency	morphosyntactic	NA	38
116	Chácobo	chac1251	chac1251_v_recursion.based_syndetic_maximal_different.subject	morphosyntactic	recursion.based	syndetic	maximal	different.subject	6	24	3	0.08	19	0.68	28	28	chac1251_verbal	8	NA	4	NA	constituency	morphosyntactic	NA	38
117	Chácobo	chac1251	chac1251_v_recursion.based_syndetic_minimal_different.subject	indeterminate	recursion.based	syndetic	minimal	different.subject	7	22	2	0.05	16	0.57	28	28	chac1251_verbal	8	NA	4	NA	constituency	indeterminate	NA	38
118	Chácobo	chac1251	chac1251_v_recursion.based_syndetic_minimal_same.subject	indeterminate	recursion.based	syndetic	minimal	same.subject	7	11	2	0.05	5	0.18	28	28	chac1251_verbal	8	NA	4	NA	constituency	indeterminate	NA	38
119	Chácobo	chac1251	chac1251_v_segmental_consonant.assimilation_alveolarization	phonological	segmental	consonant.assimilation	NA	alveolarization	7	8	3	0.08	2	0.07	28	28	chac1251_verbal	8	NA	4	NA	constituency	assimilation	NA	38
120	Chácobo	chac1251	chac1251_v_segmental_consonant.deletion_latent.stop.deletion	phonological	segmental	consonant.deletion	NA	latent.stop.deletion	8	24	3	0.08	17	0.61	28	28	chac1251_verbal	8	NA	4	NA	constituency	deletion	NA	38
121	Chácobo	chac1251	chac1251_v_segmental_consonant.insertion_maximal_glottal.insertion	phonological	segmental	consonant.insertion	maximal	glottal.insertion	6	28	1	0.03	23	0.82	28	28	chac1251_verbal	8	NA	4	NA	constituency	insertion	NA	38
122	Chácobo	chac1251	chac1251_v_segmental_consonant.insertion_minimal_glottal.insertion	phonological	segmental	consonant.insertion	minimal	glottal.insertion	7	8	3	0.08	2	0.07	28	28	chac1251_verbal	8	NA	4	NA	constituency	insertion	NA	38
123	Chácobo	chac1251	chac1251_v_segmental_consonant.insertion_minimal_glottal.stop.insertion	phonological	segmental	consonant.insertion	minimal	glottal.stop.insertion	7	10	4	0.11	4	0.14	28	28	chac1251_verbal	8	NA	4	NA	constituency	insertion	NA	38
124	Chácobo	chac1251	chac1251_v_segmental_vowel-consonant.deletion_transitive.marker.deletion	phonological	segmental	vowel-consonant.deletion	NA	transitive.marker.deletion	7	9	1	0.03	3	0.11	28	28	chac1251_verbal	8	NA	4	NA	lexphon	deletion	NA	38
125	Chácobo	chac1251	chac1251_v_segmental_vowel.insertion_maximal	phonological	segmental	vowel.insertion	maximal	NA	7	24	4	0.11	18	0.64	28	28	chac1251_verbal	8	NA	4	NA	constituency	insertion	NA	38
126	Chácobo	chac1251	chac1251_v_segmental_vowel.insertion_maximal_same.vowel.insertion	phonological	segmental	vowel.insertion	maximal	same.vowel.insertion	7	24	4	0.11	18	0.64	28	28	chac1251_verbal	8	NA	4	NA	constituency	size-related	NA	38
127	Chácobo	chac1251	chac1251_v_segmental_vowel.insertion_minimal_same.vowel.insertion	phonological	segmental	vowel.insertion	minimal	same.vowel.insertion	7	10	4	0.11	4	0.14	28	28	chac1251_verbal	8	NA	4	NA	constituency	size-related	NA	38
128	Chácobo	chac1251	chac1251_v_suprasegmental_accent_maximal_intensity	phonological	suprasegmental	accent	maximal	intensity	7	25	2	0.05	19	0.68	28	28	chac1251_verbal	8	NA	4	NA	constituency	stress	NA	38
129	Chácobo	chac1251	chac1251_v_suprasegmental_accent_minimal_intensity	phonological	suprasegmental	accent	minimal	intensity	7	8	3	0.08	2	0.07	28	28	chac1251_verbal	8	NA	4	NA	constituency	stress	NA	38
130	Chácobo	chac1251	chac1251_v_suprasegmental_tone.deletion_long.distance.tone.reduction.h...h>l...h	phonological	suprasegmental	tone.deletion	NA	long.distance.tone.reduction.h...h>l...h	8	12	1	0.03	5	0.18	28	28	chac1251_verbal	8	NA	4	NA	constituency	tone	NA	38
131	Chácobo	chac1251	chac1251_v_suprasegmental_tone.deletion_maximal_h.deletion	phonological	suprasegmental	tone.deletion	maximal	h.deletion	1	27	1	0.03	27	0.96	28	28	chac1251_verbal	8	NA	4	NA	constituency	tone	NA	38
132	Chácobo	chac1251	chac1251_v_suprasegmental_tone.deletion_minimal_h.deletion	phonological	suprasegmental	tone.deletion	minimal	h.deletion	6	27	1	0.03	22	0.79	28	28	chac1251_verbal	8	NA	4	NA	constituency	deletion	NA	38
133	Chácobo	chac1251	chac1251_v_suprasegmental_tone.insertion_maximal_h.insertion	phonological	suprasegmental	tone.insertion	maximal	h.insertion	1	24	1	0.03	24	0.86	28	28	chac1251_verbal	8	NA	4	NA	constituency	tone	NA	38
134	Chácobo	chac1251	chac1251_v_suprasegmental_tone.insertion_minimal_h.insertion	phonological	suprasegmental	tone.insertion	minimal	h.insertion	7	17	1	0.03	11	0.39	28	28	chac1251_verbal	8	NA	4	NA	constituency	insertion	NA	38
135	Oklahoma Cherokee	cher1273	cher1273_v_ciscategorial.selection_maximal	morphosyntactic	ciscategorial.selection	NA	maximal	NA	2	22	3	0.14	21	0.88	24	24	cher1273_verbal	12	NA	NA	Ciscat. Sel. Max.	constituency	morphosyntactic	NA	21
136	Oklahoma Cherokee	cher1273	cher1273_v_ciscategorial.selection_minimal	morphosyntactic	ciscategorial.selection	NA	minimal	NA	12	22	1	0.05	11	0.46	24	24	cher1273_verbal	12	NA	NA	Ciscat. Sel. Min.	constituency	morphosyntactic	NA	21
137	Oklahoma Cherokee	cher1273	cher1273_v_deviations_allomorphy_maximal	indeterminate	deviations	allomorphy	maximal	NA	4	22	1	0.05	19	0.79	24	24	cher1273_verbal	12	NA	NA	Dev. Biunique. Max.	constituency	indeterminate	NA	21
138	Oklahoma Cherokee	cher1273	cher1273_v_deviations_allomorphy_minimal	indeterminate	deviations	allomorphy	minimal	NA	4	13	1	0.05	10	0.42	24	24	cher1273_verbal	12	NA	NA	Dev. Biunique. Min.	constituency	indeterminate	NA	21
139	Oklahoma Cherokee	cher1273	cher1273_v_free.occurrence_maximal	indeterminate	free.occurrence	NA	maximal	NA	2	23	5	0.24	22	0.92	24	24	cher1273_verbal	12	NA	NA	Min Free Form Max.	constituency	indeterminate	NA	21
140	Oklahoma Cherokee	cher1273	cher1273_v_free.occurrence_minimal	indeterminate	free.occurrence	NA	minimal	NA	9	22	1	0.05	14	0.58	24	24	cher1273_verbal	12	NA	NA	Min Free Form Min.	constituency	indeterminate	NA	21
141	Oklahoma Cherokee	cher1273	cher1273_v_noninterruption	morphosyntactic	noninterruption	NA	NA	NA	2	22	3	0.14	21	0.88	24	24	cher1273_verbal	12	NA	NA	Non-interrupt.	constituency	morphosyntactic	NA	21
142	Oklahoma Cherokee	cher1273	cher1273_v_nonpermutability_rigid_maximal	morphosyntactic	nonpermutability	rigid	maximal	NA	2	22	3	0.14	21	0.88	24	24	cher1273_verbal	12	NA	NA	Nonpermutability Max.	constituency	morphosyntactic	NA	21
143	Oklahoma Cherokee	cher1273	cher1273_v_nonpermutability_rigid_minimal	morphosyntactic	nonpermutability	rigid	minimal	NA	2	17	1	0.05	16	0.67	24	24	cher1273_verbal	12	NA	NA	Nonpermutability Min.	constituency	morphosyntactic	NA	21
144	Oklahoma Cherokee	cher1273	cher1273_v_recursion.based_asyndetic_maximal	morphosyntactic	recursion.based	asyndetic	maximal	NA	1	24	1	0.05	24	1	24	24	cher1273_verbal	12	NA	NA	Rep. Subspan Max.	constituency	morphosyntactic	NA	21
145	Oklahoma Cherokee	cher1273	cher1273_v_recursion.based_asyndetic_minimal	indeterminate	recursion.based	asyndetic	minimal	NA	2	23	5	0.24	22	0.92	24	24	cher1273_verbal	12	NA	NA	Rep. Subspan Min.	constituency	indeterminate	NA	21
146	Oklahoma Cherokee	cher1273	cher1273_v_recursion.based_nominalization_maximal	morphosyntactic	recursion.based	nominalization	maximal	NA	1	21	1	0.05	21	0.88	24	24	cher1273_verbal	12	NA	NA	Nominaliz. Max.	constituency	morphosyntactic	NA	21
147	Oklahoma Cherokee	cher1273	cher1273_v_recursion.based_nominalization_minimal	indeterminate	recursion.based	nominalization	minimal	NA	2	20	1	0.05	19	0.79	24	24	cher1273_verbal	12	NA	NA	Nominaliz. Min.	constituency	indeterminate	NA	21
148	Oklahoma Cherokee	cher1273	cher1273_v_segmental_syllabification_syllabification	phonological	segmental	syllabification	NA	syllabification	2	23	5	0.24	22	0.92	24	24	cher1273_verbal	12	NA	NA	Syllabification	constituency	syllable	NA	21
149	Oklahoma Cherokee	cher1273	cher1273_v_segmental_vowel.deletion_final.apocope	phonological	segmental	vowel.deletion	NA	final.apocope	2	23	5	0.24	22	0.92	24	24	cher1273_verbal	12	NA	NA	Final Apocope	constituency	deletion	NA	21
150	Oklahoma Cherokee	cher1273	cher1273_v_segmental_vowel.deletion_h-metathesis.vowel.deletion,.h-metathesis+vowel.deletion	phonological	segmental	vowel.deletion	NA	h-metathesis.vowel.deletion,.h-metathesis+vowel.deletion	2	23	5	0.24	22	0.92	24	24	cher1273_verbal	12	NA	NA	H-Metathesis/V-Del.	constituency	deletion	NA	21
151	Oklahoma Cherokee	cher1273	cher1273_v_suprasegmental_accent_domain.of.h1.spreading	phonological	suprasegmental	accent	NA	domain.of.h1.spreading	11	21	1	0.05	11	0.46	24	24	cher1273_verbal	12	NA	NA	H1 Spreading	constituency	tone	NA	21
152	Oklahoma Cherokee	cher1273	cher1273_v_suprasegmental_accent_maximal_domain.of.h3.assignment	phonological	suprasegmental	accent	maximal	domain.of.h3.assignment	5	21	1	0.05	17	0.71	24	24	cher1273_verbal	12	NA	NA	H3 Assign. Max.	constituency	tone	NA	21
153	Oklahoma Cherokee	cher1273	cher1273_v_suprasegmental_accent_maximal_domain.of.superhigh.assignment	phonological	suprasegmental	accent	maximal	domain.of.superhigh.assignment	5	22	1	0.05	18	0.75	24	24	cher1273_verbal	12	NA	NA	Superhigh Assign. Max.	constituency	tone	NA	21
154	Oklahoma Cherokee	cher1273	cher1273_v_suprasegmental_accent_minimal_domain.of.h3.assignment	phonological	suprasegmental	accent	minimal	domain.of.h3.assignment	7	21	1	0.05	15	0.62	24	24	cher1273_verbal	12	NA	NA	H3 Assign. Min.	constituency	tone	NA	21
155	Oklahoma Cherokee	cher1273	cher1273_v_suprasegmental_accent_minimal_domain.of.superhigh.assignment	phonological	suprasegmental	accent	minimal	domain.of.superhigh.assignment	7	22	1	0.05	16	0.67	24	24	cher1273_verbal	12	NA	NA	Superhigh Assign. Min.	constituency	tone	NA	21
156	San Martín Duraznos Mixtec	dura0000	dura0000_n_ciscategorial.selection_maximal	morphosyntactic	ciscategorial.selection	NA	maximal	NA	2	10	1	0.05	9	0.69	13	13	dura0000_nominal	17	NA	8	NA	constituency	morphosyntactic	NA	19
157	San Martín Duraznos Mixtec	dura0000	dura0000_n_ciscategorial.selection_minimal	morphosyntactic	ciscategorial.selection	NA	minimal	NA	7	8	3	0.16	2	0.15	13	13	dura0000_nominal	17	NA	8	NA	constituency	morphosyntactic	NA	19
158	San Martín Duraznos Mixtec	dura0000	dura0000_n_free.occurrence_maximal	indeterminate	free.occurrence	NA	maximal	NA	6	8	1	0.05	3	0.23	13	13	dura0000_nominal	17	NA	8	NA	constituency	indeterminate	NA	19
159	San Martín Duraznos Mixtec	dura0000	dura0000_n_free.occurrence_minimal	indeterminate	free.occurrence	NA	minimal	NA	8	8	4	0.21	1	0.08	13	13	dura0000_nominal	17	NA	8	NA	constituency	indeterminate	NA	19
160	San Martín Duraznos Mixtec	dura0000	dura0000_n_noninterruption_complex_different.type	morphosyntactic	noninterruption	complex	NA	different.type	1	10	1	0.05	10	0.77	13	13	dura0000_nominal	17	NA	8	NA	constituency	morphosyntactic	NA	19
161	San Martín Duraznos Mixtec	dura0000	dura0000_n_noninterruption_complex_same.type	morphosyntactic	noninterruption	complex	NA	same.type	4	9	1	0.05	6	0.46	13	13	dura0000_nominal	17	NA	8	NA	constituency	morphosyntactic	NA	19
162	San Martín Duraznos Mixtec	dura0000	dura0000_n_noninterruption_simplex_simplex	morphosyntactic	noninterruption	simplex	NA	simplex	7	8	3	0.16	2	0.15	13	13	dura0000_nominal	17	NA	8	NA	constituency	morphosyntactic	NA	19
163	San Martín Duraznos Mixtec	dura0000	dura0000_n_nonpermutability_scopal	morphosyntactic	nonpermutability	NA	NA	scopal	1	13	3	0.16	13	1	13	13	dura0000_nominal	17	NA	8	NA	constituency	morphosyntactic	NA	19
164	San Martín Duraznos Mixtec	dura0000	dura0000_n_nonpermutability_strict	morphosyntactic	nonpermutability	NA	NA	strict	1	8	1	0.05	8	0.62	13	13	dura0000_nominal	17	NA	8	NA	constituency	morphosyntactic	NA	19
165	San Martín Duraznos Mixtec	dura0000	dura0000_n_recursion.based_maximal_coordination	morphosyntactic	recursion.based	NA	maximal	coordination	1	13	3	0.16	13	1	13	13	dura0000_nominal	17	NA	8	NA	constituency	morphosyntactic	NA	19
166	San Martín Duraznos Mixtec	dura0000	dura0000_n_recursion.based_minimal_coordination	indeterminate	recursion.based	NA	minimal	coordination	8	8	4	0.21	1	0.08	13	13	dura0000_nominal	17	NA	8	NA	constituency	indeterminate	NA	19
167	San Martín Duraznos Mixtec	dura0000	dura0000_n_recursion.based_possession_maximal	morphosyntactic	recursion.based	possession	maximal	NA	7	12	1	0.05	6	0.46	13	13	dura0000_nominal	17	NA	8	NA	constituency	morphosyntactic	NA	19
168	San Martín Duraznos Mixtec	dura0000	dura0000_n_recursion.based_possession_minimal	indeterminate	recursion.based	possession	minimal	NA	8	8	4	0.21	1	0.08	13	13	dura0000_nominal	17	NA	8	NA	constituency	indeterminate	NA	19
169	San Martín Duraznos Mixtec	dura0000	dura0000_n_segmental_minimality_maximal_bimoraic	phonological	segmental	minimality	maximal	bimoraic	1	13	3	0.16	13	1	13	13	dura0000_nominal	17	NA	8	NA	constituency	size-related	NA	19
170	San Martín Duraznos Mixtec	dura0000	dura0000_n_segmental_minimality_minimal_bimoraic	phonological	segmental	minimality	minimal	bimoraic	8	8	4	0.21	1	0.08	13	13	dura0000_nominal	17	NA	8	NA	constituency	size-related	NA	19
171	San Martín Duraznos Mixtec	dura0000	dura0000_n_segmental_minimality_monomoraic	phonological	segmental	minimality	NA	monomoraic	7	8	3	0.16	2	0.15	13	13	dura0000_nominal	17	NA	8	NA	constituency	size-related	NA	19
172	San Martín Duraznos Mixtec	dura0000	dura0000_n_segmental_vowel-consonant.deletion_fast.speech.reduction	phonological	segmental	vowel-consonant.deletion	NA	fast.speech.reduction	1	13	3	0.16	13	1	13	13	dura0000_nominal	17	NA	8	NA	lexphon	deletion	NA	19
173	San Martín Duraznos Mixtec	dura0000	dura0000_n_segmental_vowel.deletion_vowel.overwriting	phonological	segmental	vowel.deletion	NA	vowel.overwriting	8	11	2	0.11	4	0.31	13	13	dura0000_nominal	17	NA	8	NA	constituency	deletion	NA	19
174	San Martín Duraznos Mixtec	dura0000	dura0000_n_suprasegmental_tone.dissimilation_low.tone.dissimilation	phonological	suprasegmental	tone.dissimilation	NA	low.tone.dissimilation	8	10	1	0.05	3	0.23	13	13	dura0000_nominal	17	NA	8	NA	constituency	tone	NA	19
175	San Martín Duraznos Mixtec	dura0000	dura0000_n_suprasegmental_tone.sandhi_tone.sandhi.dependent.pronouns	phonological	suprasegmental	tone.sandhi	NA	tone.sandhi.dependent.pronouns	8	11	2	0.11	4	0.31	13	13	dura0000_nominal	17	NA	8	NA	constituency	tone	NA	19
176	San Martín Duraznos Mixtec	dura0000	dura0000_v_ciscategorial.selection_maximal_chi-.derives.verbs	morphosyntactic	ciscategorial.selection	NA	maximal	chi-.derives.verbs	4	23	1	0.04	20	0.69	29	29	dura0000_verbal	17	NA	8	Ciscat. Sel. Max. (chi- verb.)	constituency	morphosyntactic	NA	27
177	San Martín Duraznos Mixtec	dura0000	dura0000_v_ciscategorial.selection_maximal_chi-.does.not.derive.verbs	morphosyntactic	ciscategorial.selection	NA	maximal	chi-.does.not.derive.verbs	16	17	1	0.04	2	0.07	29	29	dura0000_verbal	17	NA	8	Ciscat. Sel. Max. (chi- not verb.)	constituency	morphosyntactic	NA	27
178	San Martín Duraznos Mixtec	dura0000	dura0000_v_ciscategorial.selection_minimal	morphosyntactic	ciscategorial.selection	NA	minimal	NA	17	17	6	0.22	1	0.03	29	29	dura0000_verbal	17	NA	8	Ciscat. Sel. Min.	constituency	morphosyntactic	NA	27
179	San Martín Duraznos Mixtec	dura0000	dura0000_v_deviations_cumulative.exponence_maximal_many-to-one	indeterminate	deviations	cumulative.exponence	maximal	many-to-one	12	23	1	0.04	12	0.41	29	29	dura0000_verbal	17	NA	8	Dev. Biunique. MTO Max.	constituency	indeterminate	NA	27
180	San Martín Duraznos Mixtec	dura0000	dura0000_v_deviations_cumulative.exponence_minimal_many-to-one	indeterminate	deviations	cumulative.exponence	minimal	many-to-one	17	17	6	0.22	1	0.03	29	29	dura0000_verbal	17	NA	8	Dev. Biunique. MTO Min.	constituency	indeterminate	NA	27
181	San Martín Duraznos Mixtec	dura0000	dura0000_v_deviations_extended.exponence_maximal_one-to-many	indeterminate	deviations	extended.exponence	maximal	one-to-many	13	17	1	0.04	5	0.17	29	29	dura0000_verbal	17	NA	8	Dev. Biunique. OTM Max.	constituency	indeterminate	NA	27
182	San Martín Duraznos Mixtec	dura0000	dura0000_v_deviations_extended.exponence_minimal_one-to-many	indeterminate	deviations	extended.exponence	minimal	one-to-many	17	17	6	0.22	1	0.03	29	29	dura0000_verbal	17	NA	8	Dev. Biunique. OTM Min.	constituency	indeterminate	NA	27
183	San Martín Duraznos Mixtec	dura0000	dura0000_v_free.occurrence_maximal_causative.as.bound.form	indeterminate	free.occurrence	NA	maximal	causative.as.bound.form	11	27	1	0.04	17	0.59	29	29	dura0000_verbal	17	NA	8	Free Ocurr. Max. (sa- bound)	constituency	indeterminate	NA	27
184	San Martín Duraznos Mixtec	dura0000	dura0000_v_free.occurrence_maximal_causative.as.free.form	indeterminate	free.occurrence	NA	maximal	causative.as.free.form	14	27	1	0.04	14	0.48	29	29	dura0000_verbal	17	NA	8	Free Ocurr. Max. (sa- free)	constituency	indeterminate	NA	27
185	San Martín Duraznos Mixtec	dura0000	dura0000_v_free.occurrence_minimal	indeterminate	free.occurrence	NA	minimal	NA	17	17	6	0.22	1	0.03	29	29	dura0000_verbal	17	NA	8	Free Ocurr. Min.	constituency	indeterminate	NA	27
186	San Martín Duraznos Mixtec	dura0000	dura0000_v_noninterruption_causative.as.bound.form	morphosyntactic	noninterruption	NA	NA	causative.as.bound.form	11	20	1	0.04	10	0.34	29	29	dura0000_verbal	17	NA	8	Non-interrupt. Min. (sa- free)	constituency	morphosyntactic	NA	27
187	San Martín Duraznos Mixtec	dura0000	dura0000_v_noninterruption_causative.as.free.form	morphosyntactic	noninterruption	NA	NA	causative.as.free.form	14	20	1	0.04	7	0.24	29	29	dura0000_verbal	17	NA	8	Non-interrupt. Min. (sa- bound)	constituency	morphosyntactic	NA	27
188	San Martín Duraznos Mixtec	dura0000	dura0000_v_noninterruption_maximal	morphosyntactic	noninterruption	NA	maximal	NA	3	25	1	0.04	23	0.79	29	29	dura0000_verbal	17	NA	8	Non-interrupt. Max.	constituency	morphosyntactic	NA	27
189	San Martín Duraznos Mixtec	dura0000	dura0000_v_nonpermutability	morphosyntactic	nonpermutability	NA	NA	NA	5	19	1	0.04	15	0.52	29	29	dura0000_verbal	17	NA	8	Non-permut.	constituency	morphosyntactic	NA	27
190	San Martín Duraznos Mixtec	dura0000	dura0000_v_recursion.based_asyndetic_maximal	morphosyntactic	recursion.based	asyndetic	maximal	NA	12	26	1	0.04	15	0.52	29	29	dura0000_verbal	17	NA	8	Rec. Asynd. Max.	constituency	morphosyntactic	NA	27
191	San Martín Duraznos Mixtec	dura0000	dura0000_v_recursion.based_asyndetic_minimal	indeterminate	recursion.based	asyndetic	minimal	NA	12	25	1	0.04	14	0.48	29	29	dura0000_verbal	17	NA	8	Rec. Asynd. Min.	constituency	morphosyntactic	NA	27
192	San Martín Duraznos Mixtec	dura0000	dura0000_v_recursion.based_syndetic_maximal_coordination.with.ta	morphosyntactic	recursion.based	syndetic	maximal	coordination.with.ta	1	29	1	0.04	29	1	29	29	dura0000_verbal	17	NA	8	Rec. Synd. Coord. Max.	constituency	morphosyntactic	NA	27
193	San Martín Duraznos Mixtec	dura0000	dura0000_v_recursion.based_syndetic_maximal_other.conjunctions	morphosyntactic	recursion.based	syndetic	maximal	other.conjunctions	2	28	1	0.04	27	0.93	29	29	dura0000_verbal	17	NA	8	Rec. Synd. Conj. Max.	constituency	morphosyntactic	NA	27
194	San Martín Duraznos Mixtec	dura0000	dura0000_v_recursion.based_syndetic_maximal_ña-linkage	morphosyntactic	recursion.based	syndetic	maximal	ña-linkage	4	28	1	0.04	25	0.86	29	29	dura0000_verbal	17	NA	8	Rec. Synd. Ña Max.	constituency	morphosyntactic	NA	27
195	San Martín Duraznos Mixtec	dura0000	dura0000_v_recursion.based_syndetic_minimal	indeterminate	recursion.based	syndetic	minimal	NA	17	17	6	0.22	1	0.03	29	29	dura0000_verbal	17	NA	8	Rec. Synd. Min.	constituency	morphosyntactic	NA	27
196	San Martín Duraznos Mixtec	dura0000	dura0000_v_segmental_minimality_maximal_bimoraic	phonological	segmental	minimality	maximal	bimoraic	1	28	1	0.04	28	0.97	29	29	dura0000_verbal	17	NA	8	Bimoraic. Bim. Max.	constituency	size-related	NA	27
197	San Martín Duraznos Mixtec	dura0000	dura0000_v_segmental_minimality_maximal_monomoraic.apart.from.verb.base	phonological	segmental	minimality	maximal	monomoraic.apart.from.verb.base	1	27	1	0.04	27	0.93	29	29	dura0000_verbal	17	NA	8	Bimoraic. Mono. Max.	constituency	Size-related	NA	27
198	San Martín Duraznos Mixtec	dura0000	dura0000_v_segmental_minimality_minimal_bimoraic	phonological	segmental	minimality	minimal	bimoraic	17	17	6	0.22	1	0.03	29	29	dura0000_verbal	17	NA	8	Bimoraic. Bim. Min.	constituency	size-related	NA	27
199	San Martín Duraznos Mixtec	dura0000	dura0000_v_segmental_minimality_minimal_monomoraic.apart.from.verb.base	phonological	segmental	minimality	minimal	monomoraic.apart.from.verb.base	12	18	1	0.04	7	0.24	29	29	dura0000_verbal	17	NA	8	Bimoraic. Mono. Min.	constituency	size-related	NA	27
200	San Martín Duraznos Mixtec	dura0000	dura0000_v_segmental_vowel-consonant.deletion_fast.speech.reduction	phonological	segmental	vowel-consonant.deletion	NA	fast.speech.reduction	1	28	1	0.04	28	0.97	29	29	dura0000_verbal	17	NA	8	NA	lexphon	deletion	NA	27
201	San Martín Duraznos Mixtec	dura0000	dura0000_v_segmental_vowel.deletion_maximal_vowel.overwriting.after.glottal.stop	phonological	segmental	vowel.deletion	maximal	vowel.overwriting.after.glottal.stop	6	29	1	0.04	24	0.83	29	29	dura0000_verbal	17	NA	8	Vowel Del.	constituency	deletion	NA	27
202	San Martín Duraznos Mixtec	dura0000	dura0000_v_segmental_vowel.deletion_minimal_vowel.overwriting.after.glottal.stop	phonological	segmental	vowel.deletion	minimal	vowel.overwriting.after.glottal.stop	17	26	1	0.04	10	0.34	29	29	dura0000_verbal	17	NA	8	Vowel Overwrit.	constituency	deletion	NA	27
203	San Martín Duraznos Mixtec	dura0000	dura0000_v_suprasegmental_tone.sandhi_dependent.pronouns	phonological	suprasegmental	tone.sandhi	NA	dependent.pronouns	17	27	1	0.04	11	0.38	29	29	dura0000_verbal	17	NA	8	Tone Sandhi	constituency	tone	NA	27
204	Hup	hupd1244	hupd1244_n_ciscategorial.selection_maximal_hin=cis	morphosyntactic	ciscategorial.selection	NA	maximal	hin=cis	1	14	1	0.08	14	0.93	15	15	hupd1244_nominal	6	NA	5	Ciscat. Sel. Max. (hin=cis)	constituency	morphosyntactic	'Flagged: reread this section	12
205	Hup	hupd1244	hupd1244_n_ciscategorial.selection_maximal_hin=trans	morphosyntactic	ciscategorial.selection	NA	maximal	hin=trans	1	13	1	0.08	13	0.87	15	15	hupd1244_nominal	6	NA	5	Ciscat. Sel. Max. (hin=trans)	constituency	morphosyntactic	NA	12
206	Hup	hupd1244	hupd1244_n_ciscategorial.selection_minimal	morphosyntactic	ciscategorial.selection	NA	minimal	NA	5	6	1	0.08	2	0.13	15	15	hupd1244_nominal	6	NA	5	Ciscat. Sel. Min.	constituency	morphosyntactic	NA	12
207	Hup	hupd1244	hupd1244_n_free.occurrence_maximal	indeterminate	free.occurrence	NA	maximal	NA	5	15	3	0.25	11	0.73	15	15	hupd1244_nominal	6	NA	5	Free Ocurr. Max.	constituency	indeterminate	NA	12
208	Hup	hupd1244	hupd1244_n_free.occurrence_minimal	indeterminate	free.occurrence	NA	minimal	NA	5	5	2	0.17	1	0.07	15	15	hupd1244_nominal	6	NA	5	Free Ocurr. Min.	constituency	indeterminate	NA	12
209	Hup	hupd1244	hupd1244_n_noninterruption	morphosyntactic	noninterruption	NA	NA	NA	5	15	3	0.25	11	0.73	15	15	hupd1244_nominal	6	NA	5	Non-interrupt.	constituency	morphosyntactic	NA	12
210	Hup	hupd1244	hupd1244_n_nonpermutability_rigid	morphosyntactic	nonpermutability	rigid	NA	NA	8	11	1	0.08	4	0.27	15	15	hupd1244_nominal	6	NA	5	Non-permut. Rigid	constituency	morphosyntactic	NA	12
211	Hup	hupd1244	hupd1244_n_nonpermutability_scopal	morphosyntactic	nonpermutability	scopal	NA	NA	1	15	2	0.17	15	1	15	15	hupd1244_nominal	6	NA	5	Non-permut. Scope	constituency	morphosyntactic	NA	12
212	Hup	hupd1244	hupd1244_n_recursion.based	morphosyntactic	recursion.based	NA	NA	NA	1	15	2	0.17	15	1	15	15	hupd1244_nominal	6	NA	5	Subspan Rep.	constituency	morphosyntactic	NA	12
213	Hup	hupd1244	hupd1244_n_segmental_vowel.assimilation_maximal_vowel.copying	phonological	segmental	vowel.assimilation	maximal	vowel.copying	5	12	1	0.08	8	0.53	15	15	hupd1244_nominal	6	NA	5	Vowel Copy Max.	constituency	assimilation	NA	12
